"Cliente_ID","Edad","Genero","Articulo Comprado","Categoria","Monto de compra (USD)","Ciudad","Tamaño","Color","Calificacion_cliente","Suscripcion","Envio","Descuento aplicado","Codigo promocional usado","Compas anteriores","Metodo de pago","Frecuencia de compras"
"3310","48","Mujer","Bolso","Accesorios","47","Massachusetts","M","Azul","3.1","No","Recogida en tienda","No","No","19","PayPal","Mensual"
"3311","45","Mujer","Chaqueta","Abrigos","27","Iowa","M","Rosado","3.6","No","Envío Gratis","No","No","12","PayPal","Quincenal"
"3312","29","Mujer","Tiene","Accesorios","52","Florida","L","Azul","4","No","Expres","No","No","18","Transferencia bancaria","Anualmente"
"3313","55","Mujer","Zapatos deportivos","Calzado","75","Luisiana","L","Negro","3.9","No","Aire al día siguiente","No","No","45","Efectivo","Trimestral"
"3314","55","Mujer","Tiene","Accesorios","30","Kansas","XL","Negro","3.9","No","Expres","No","No","45","Tarjeta de crédito","Mensual"
"3315","55","Mujer","Calcetines","Ropa","94","Kansas","M","Violeta","3.3","No","Estándar","No","No","8","Tarjeta de crédito","Trimestral"
"3316","48","Mujer","Bufanda","Accesorios","68","Kentucky","S","Oro","2.9","No","Estándar","No","No","4","PayPal","Trimestral"
"3317","42","Mujer","Calcetines","Ropa","45","Nuevo México","M","Aceituna","3.1","No","Envío Gratis","No","No","5","Tarjeta de débito","Quincenal"
"3318","21","Mujer","Tiene","Accesorios","67","Carolina del Norte","XL","Rosado","4.7","No","Estándar","No","No","30","Efectivo","Trimestral"
"3319","45","Mujer","Chaqueta","Abrigos","46","Dakota del Norte","M","Aceituna","3.9","No","Envío Gratis","No","No","15","PayPal","Mensual"
"3320","23","Mujer","Shorts","Ropa","31","Dakota del Norte","M","Añil","4.3","No","Aire al día siguiente","No","No","17","Tarjeta de crédito","Trimestral"
"3321","66","Mujer","Blusa","Ropa","44","Illinois","XL","Plata","4.2","No","Envío en 2 días","No","No","45","Efectivo","Trimestral"
"3322","32","Mujer","Abrigo","Abrigos","100","Maine","S","Carbón","4.3","No","Aire al día siguiente","No","No","3","Venmo","Anualmente"
"3323","52","Mujer","Suéter","Ropa","92","Indiana","XL","Naranja","4.6","No","Aire al día siguiente","No","No","43","PayPal","Semanal"
"3324","54","Mujer","Bolso","Accesorios","78","Dakota del Norte","M","Amarillo","3.8","No","Envío Gratis","No","No","4","Tarjeta de crédito","Mensual"
"3325","37","Mujer","Camiseta","Ropa","32","Misuri","S","Rojo","3.3","No","Estándar","No","No","41","Venmo","Semanal"
"3326","29","Mujer","Sandalias","Calzado","97","Alaska","M","Marrón","3.7","No","Envío en 2 días","No","No","16","Venmo","Mensual"
"3327","47","Mujer","Guantes","Accesorios","95","Dakota del Norte","M","Magenta","4.3","No","Estándar","No","No","10","Tarjeta de débito","Anualmente"
"3328","47","Mujer","Shorts","Ropa","64","Connecticut","M","Negro","4.1","No","Expres","No","No","2","Tarjeta de débito","Trimestral"
"3329","42","Mujer","Sandalias","Calzado","35","Wisconsin","M","Violeta","3.2","No","Envío Gratis","No","No","11","Efectivo","Quincenal"
"3330","34","Mujer","Mochila","Accesorios","54","New Jersey","M","Gris","3.8","No","Expres","No","No","1","Tarjeta de débito","Quincenal"
"3331","38","Mujer","Zapatos deportivos","Calzado","96","Misuri","M","Negro","3.2","No","Envío en 2 días","No","No","41","Transferencia bancaria","Trimestral"
"3332","55","Mujer","Gafas de sol","Accesorios","58","California","M","Rosado","3.5","No","Envío Gratis","No","No","39","PayPal","Trimestral"
"3333","27","Mujer","Camiseta","Ropa","23","Washington","M","Plata","3.1","No","Envío en 2 días","No","No","1","PayPal","Quincenal"
"3334","55","Mujer","Vaqueros","Ropa","35","Minnesota","M","Violeta","4.2","No","Expres","No","No","3","PayPal","Mensual"
"3335","66","Mujer","Camisa","Ropa","23","California","M","Beige","3.4","No","Envío Gratis","No","No","21","Tarjeta de crédito","Anualmente"
"3336","44","Mujer","Tiene","Accesorios","94","Texas","XL","Cian","3.5","No","Expres","No","No","48","Transferencia bancaria","Trimestral"
"3337","39","Mujer","Blusa","Ropa","45","Montana","M","Marrón","4","No","Envío Gratis","No","No","24","Tarjeta de débito","Anualmente"
"3338","23","Mujer","Chaqueta","Abrigos","23","Arizona","L","Azul","4.4","No","Envío en 2 días","No","No","45","Transferencia bancaria","Quincenal"
"3339","29","Mujer","Falda","Ropa","94","Minnesota","L","Blanco","2.9","No","Envío en 2 días","No","No","46","Tarjeta de crédito","Mensual"
"3340","20","Mujer","Guantes","Accesorios","99","Nebraska","M","Cian","3.6","No","Recogida en tienda","No","No","35","Efectivo","Quincenal"
"3341","42","Mujer","Camiseta","Ropa","36","Virginia","XL","Marrón","4.4","No","Envío Gratis","No","No","47","Tarjeta de crédito","Quincenal"
"3342","55","Mujer","Chaqueta","Abrigos","50","Connecticut","XL","Aceituna","4.5","No","Estándar","No","No","35","Tarjeta de crédito","Mensual"
"3343","66","Mujer","Chaqueta","Abrigos","81","New Jersey","M","Violeta","3.8","No","Envío Gratis","No","No","45","Tarjeta de crédito","Semanal"
"3344","24","Mujer","Shorts","Ropa","31","Kentucky","XL","Verde","3.6","No","Envío en 2 días","No","No","6","Efectivo","Quincenal"
"3345","62","Mujer","Tiene","Accesorios","48","Washington","XL","Magenta","4.3","No","Envío Gratis","No","No","20","Efectivo","Anualmente"
"3346","28","Mujer","Bolso","Accesorios","91","Florida","M","Turquesa","4","No","Envío en 2 días","No","No","3","Venmo","Quincenal"
"3347","30","Mujer","Vaqueros","Ropa","99","Oklahoma","M","Negro","3.4","No","Expres","No","No","30","Venmo","Trimestral"
"3348","22","Mujer","Calzado","Calzado","70","Iowa","XL","Cian","4.4","No","Estándar","No","No","28","PayPal","Quincenal"
"3349","28","Mujer","Camiseta","Ropa","74","Nuevo Hampshire","L","Gris","2.8","No","Estándar","No","No","15","Efectivo","Trimestral"
"3350","35","Mujer","Joyería","Accesorios","79","Georgia","M","Rojo","2.8","No","Recogida en tienda","No","No","29","PayPal","Trimestral"
"3351","45","Mujer","Bolso","Accesorios","33","Misisipi","S","Aceituna","4.9","No","Envío en 2 días","No","No","15","Efectivo","Quincenal"
"3352","43","Mujer","Camisa","Ropa","49","Nuevo Hampshire","L","Cian","4.2","No","Envío en 2 días","No","No","18","Transferencia bancaria","Quincenal"
"3353","55","Mujer","Cinturón","Accesorios","96","Washington","M","Cerceta","2.9","No","Aire al día siguiente","No","No","7","Transferencia bancaria","Quincenal"
"3354","31","Mujer","Vestido","Ropa","66","Ohio","L","Cerceta","4.6","No","Envío Gratis","No","No","19","Tarjeta de crédito","Trimestral"
"3355","42","Mujer","Falda","Ropa","45","Maryland","M","Naranja","2.8","No","Aire al día siguiente","No","No","15","PayPal","Semanal"
"3356","40","Mujer","Blusa","Ropa","28","Delaware","M","Melocotón","2.6","No","Recogida en tienda","No","No","3","Transferencia bancaria","Quincenal"
"3357","39","Mujer","Vaqueros","Ropa","48","Tennessee","M","Plata","3.5","No","Recogida en tienda","No","No","13","PayPal","Quincenal"
"3358","41","Mujer","Sudadera con capucha","Ropa","67","Arkansas","M","Rosado","3.5","No","Envío Gratis","No","No","37","Tarjeta de crédito","Mensual"
"3359","56","Mujer","Camiseta","Ropa","59","Tennessee","M","Magenta","3.4","No","Envío en 2 días","No","No","26","Efectivo","Anualmente"
"3360","43","Mujer","Gafas de sol","Accesorios","74","Nuevo Hampshire","L","Rojo","3.9","No","Aire al día siguiente","No","No","29","Tarjeta de débito","Mensual"
"3361","22","Mujer","Chaqueta","Abrigos","81","Minnesota","M","Marrón","3.3","No","Envío en 2 días","No","No","47","Efectivo","Trimestral"
"3362","47","Mujer","Calzado","Calzado","26","Florida","M","Plata","4.1","No","Envío Gratis","No","No","47","Tarjeta de crédito","Quincenal"
"3363","50","Mujer","Bolso","Accesorios","61","Tennessee","M","Gris","3","No","Aire al día siguiente","No","No","48","Venmo","Quincenal"
"3364","58","Mujer","Suéter","Ropa","23","California","M","Turquesa","3","No","Aire al día siguiente","No","No","46","Transferencia bancaria","Quincenal"
"3365","50","Mujer","Bufanda","Accesorios","33","Oregón","M","Melocotón","3.2","No","Estándar","No","No","7","Tarjeta de crédito","Mensual"
"3366","43","Mujer","Falda","Ropa","58","Tennessee","L","Cerceta","3.9","No","Expres","No","No","45","Tarjeta de crédito","Trimestral"
"3367","38","Mujer","Guantes","Accesorios","65","Carolina del Norte","M","Rojo","3.6","No","Envío en 2 días","No","No","47","Tarjeta de débito","Trimestral"
"3368","44","Mujer","Camiseta","Ropa","48","Tennessee","M","Azul","3.1","No","Recogida en tienda","No","No","6","Venmo","Quincenal"
"3369","30","Mujer","Sandalias","Calzado","25","Nebraska","M","Azul","4.8","No","Expres","No","No","29","Transferencia bancaria","Trimestral"
"3370","47","Mujer","Suéter","Ropa","51","Maine","M","Añil","3.8","No","Envío en 2 días","No","No","42","Efectivo","Mensual"
"3371","30","Mujer","Cinturón","Accesorios","31","Illinois","M","Carbón","2.8","No","Recogida en tienda","No","No","46","Efectivo","Quincenal"
"3372","49","Mujer","Sudadera con capucha","Ropa","99","Colorado","S","Turquesa","4","No","Aire al día siguiente","No","No","28","PayPal","Anualmente"
"3373","56","Mujer","Calcetines","Ropa","25","Pensilvania","M","Marrón","4.6","No","Envío Gratis","No","No","14","Tarjeta de crédito","Trimestral"
"3374","70","Mujer","Sandalias","Calzado","52","Minnesota","M","Morado","3.5","No","Recogida en tienda","No","No","12","Tarjeta de débito","Trimestral"
"3375","22","Mujer","Blusa","Ropa","47","Nevada","S","Lavanda","3.7","No","Envío en 2 días","No","No","41","Tarjeta de débito","Anualmente"
"3376","51","Mujer","Botas","Calzado","98","Connecticut","XL","Amarillo","4.9","No","Expres","No","No","8","Tarjeta de crédito","Anualmente"
"3377","22","Mujer","Tiene","Accesorios","46","Ohio","M","Verde","4.1","No","Recogida en tienda","No","No","24","Efectivo","Trimestral"
"3378","37","Mujer","Camisa","Ropa","32","Kentucky","M","Amarillo","4.6","No","Aire al día siguiente","No","No","18","PayPal","Quincenal"
"3379","49","Mujer","Shorts","Ropa","75","Minnesota","L","Oro","4.5","No","Aire al día siguiente","No","No","6","Efectivo","Trimestral"
"3380","61","Mujer","Bolso","Accesorios","51","Tennessee","L","Turquesa","5","No","Recogida en tienda","No","No","40","Efectivo","Semanal"
"3381","41","Mujer","Vestido","Ropa","52","Dakota del Norte","L","Azul","3.8","No","Estándar","No","No","6","PayPal","Trimestral"
"3382","57","Mujer","Tiene","Accesorios","66","Minnesota","L","Turquesa","4.7","No","Estándar","No","No","27","Tarjeta de crédito","Trimestral"
"3383","34","Mujer","Suéter","Ropa","35","Nebraska","M","Marrón","2.8","No","Expres","No","No","2","Transferencia bancaria","Semanal"
"3384","27","Mujer","Abrigo","Abrigos","43","Delaware","M","Rosado","2.6","No","Aire al día siguiente","No","No","39","Venmo","Quincenal"
"3385","39","Mujer","Sudadera con capucha","Ropa","24","Minnesota","L","Marrón","3.8","No","Envío Gratis","No","No","9","Venmo","Trimestral"
"3386","62","Mujer","Joyería","Accesorios","83","Rhode Island","M","Aceituna","2.8","No","Estándar","No","No","16","Tarjeta de crédito","Trimestral"
"3387","34","Mujer","Camiseta","Ropa","62","Míchigan","M","Lavanda","2.6","No","Envío en 2 días","No","No","36","Efectivo","Trimestral"
"3388","53","Mujer","Pantalón","Ropa","78","New Jersey","S","Rosado","3.4","No","Envío en 2 días","No","No","2","Tarjeta de crédito","Quincenal"
"3389","35","Mujer","Suéter","Ropa","61","Dakota del Sur","M","Cian","4.5","No","Recogida en tienda","No","No","21","Tarjeta de crédito","Semanal"
"3390","38","Mujer","Pantalón","Ropa","57","Carolina del Norte","L","Marrón","3.8","No","Envío Gratis","No","No","39","Venmo","Anualmente"
"3391","32","Mujer","Calcetines","Ropa","70","Oregón","S","Rojo","3","No","Aire al día siguiente","No","No","38","PayPal","Anualmente"
"3392","47","Mujer","Sudadera con capucha","Ropa","57","Montana","M","Plata","3.7","No","Envío en 2 días","No","No","6","Tarjeta de débito","Trimestral"
"3393","53","Mujer","Bufanda","Accesorios","74","New Jersey","XL","Azul","4.4","No","Envío Gratis","No","No","6","Venmo","Quincenal"
"3394","60","Mujer","Vestido","Ropa","90","Arizona","M","Oro","3.1","No","Aire al día siguiente","No","No","50","Tarjeta de débito","Mensual"
"3395","31","Mujer","Sandalias","Calzado","98","Vermont","S","Amarillo","4.2","No","Recogida en tienda","No","No","9","PayPal","Anualmente"
"3396","44","Mujer","Vestido","Ropa","43","Colorado","M","Plata","3.1","No","Envío Gratis","No","No","15","Tarjeta de débito","Trimestral"
"3397","29","Mujer","Pantalón","Ropa","37","Tennessee","XL","Negro","5","No","Aire al día siguiente","No","No","5","PayPal","Trimestral"
"3398","19","Mujer","Blusa","Ropa","38","New Jersey","L","Amarillo","2.7","No","Estándar","No","No","13","Transferencia bancaria","Quincenal"
"3399","54","Mujer","Vaqueros","Ropa","60","Montana","L","Rosado","3.8","No","Estándar","No","No","44","Efectivo","Quincenal"
"3400","40","Mujer","Pantalón","Ropa","55","Montana","XL","Amarillo","3.3","No","Estándar","No","No","36","Tarjeta de débito","Anualmente"
"3401","39","Mujer","Gafas de sol","Accesorios","51","Nevada","M","Lavanda","4.8","No","Envío Gratis","No","No","18","Venmo","Quincenal"
"3402","44","Mujer","Mochila","Accesorios","71","Nevada","L","Melocotón","3.4","No","Estándar","No","No","39","Tarjeta de crédito","Semanal"
"3403","22","Mujer","Sudadera con capucha","Ropa","61","Luisiana","M","Negro","4.4","No","Envío en 2 días","No","No","11","PayPal","Trimestral"
"3404","30","Mujer","Botas","Calzado","65","Illinois","M","Aceituna","3.9","No","Estándar","No","No","1","Efectivo","Quincenal"
"3405","69","Mujer","Guantes","Accesorios","34","Carolina del Sur","L","Aceituna","3.9","No","Envío en 2 días","No","No","34","Tarjeta de crédito","Anualmente"
"3406","28","Mujer","Blusa","Ropa","87","Washington","M","Blanco","4.2","No","Recogida en tienda","No","No","47","Transferencia bancaria","Quincenal"
"3407","57","Mujer","Suéter","Ropa","79","Nebraska","M","Rojo","4","No","Recogida en tienda","No","No","24","Venmo","Trimestral"
"3408","46","Mujer","Vestido","Ropa","46","Alabama","S","Morado","2.6","No","Recogida en tienda","No","No","20","Efectivo","Trimestral"
"3409","48","Mujer","Calcetines","Ropa","72","Montana","L","Morado","4.4","No","Estándar","No","No","11","Transferencia bancaria","Anualmente"
"3410","24","Mujer","Camisa","Ropa","93","Minnesota","M","Cerceta","3.2","No","Aire al día siguiente","No","No","3","Tarjeta de crédito","Trimestral"
"3411","50","Mujer","Sandalias","Calzado","76","Ohio","L","Cerceta","4.3","No","Envío Gratis","No","No","38","Transferencia bancaria","Quincenal"
"3412","29","Mujer","Calzado","Calzado","56","Nueva York","L","Gris","4.9","No","Envío en 2 días","No","No","45","Efectivo","Semanal"
"3413","61","Mujer","Sandalias","Calzado","83","Indiana","M","Magenta","3.8","No","Recogida en tienda","No","No","31","Venmo","Trimestral"
"3414","34","Mujer","Guantes","Accesorios","90","Delaware","XL","Negro","2.5","No","Expres","No","No","16","PayPal","Quincenal"
"3415","27","Mujer","Botas","Calzado","94","Connecticut","M","Marrón","4.9","No","Aire al día siguiente","No","No","3","Transferencia bancaria","Trimestral"
"3416","38","Mujer","Blusa","Ropa","68","Nueva York","M","Oro","3","No","Envío en 2 días","No","No","15","Transferencia bancaria","Anualmente"
"3417","25","Mujer","Sandalias","Calzado","53","Alabama","M","Morado","3.2","No","Recogida en tienda","No","No","11","Transferencia bancaria","Trimestral"
"3418","54","Mujer","Abrigo","Abrigos","35","Massachusetts","M","Azul","2.9","No","Envío en 2 días","No","No","22","Tarjeta de débito","Quincenal"
"3419","53","Mujer","Chaqueta","Abrigos","30","Carolina del Sur","M","Beige","2.8","No","Envío Gratis","No","No","35","Tarjeta de débito","Anualmente"
"3420","23","Mujer","Joyería","Accesorios","26","Virginia Occidental","L","Añil","3.1","No","Recogida en tienda","No","No","5","Venmo","Quincenal"
"3421","19","Mujer","Tiene","Accesorios","60","Kentucky","M","Morado","3.4","No","Expres","No","No","35","PayPal","Quincenal"
"3422","57","Mujer","Calzado","Calzado","30","New Jersey","M","Marrón","2.9","No","Envío Gratis","No","No","27","PayPal","Semanal"
"3423","19","Mujer","Abrigo","Abrigos","91","Nueva York","L","Beige","3.2","No","Aire al día siguiente","No","No","9","Venmo","Mensual"
"3424","33","Mujer","Botas","Calzado","71","Massachusetts","M","Marrón","3.8","No","Aire al día siguiente","No","No","21","PayPal","Quincenal"
"3425","33","Mujer","Bufanda","Accesorios","64","Florida","L","Verde","3.6","No","Envío en 2 días","No","No","23","Tarjeta de crédito","Mensual"
"3426","38","Mujer","Tiene","Accesorios","54","Míchigan","M","Azul","4.3","No","Aire al día siguiente","No","No","3","Tarjeta de débito","Quincenal"
"3427","47","Mujer","Calcetines","Ropa","35","Oregón","XL","Magenta","4.8","No","Envío en 2 días","No","No","31","Tarjeta de crédito","Anualmente"
"3428","39","Mujer","Camiseta","Ropa","38","Míchigan","XL","Turquesa","2.5","No","Recogida en tienda","No","No","44","Efectivo","Anualmente"
"3429","32","Mujer","Joyería","Accesorios","69","Washington","M","Gris","2.5","No","Aire al día siguiente","No","No","20","Venmo","Mensual"
"3430","27","Mujer","Falda","Ropa","96","Alaska","S","Morado","4.6","No","Expres","No","No","34","Tarjeta de débito","Semanal"
"3431","67","Mujer","Calcetines","Ropa","73","Montana","M","Lavanda","4.2","No","Aire al día siguiente","No","No","17","Transferencia bancaria","Trimestral"
"3432","46","Mujer","Cinturón","Accesorios","49","Nuevo México","S","Verde","4.2","No","Expres","No","No","20","Venmo","Anualmente"
"3433","36","Mujer","Botas","Calzado","44","Connecticut","M","Gris","4.8","No","Envío en 2 días","No","No","46","PayPal","Trimestral"
"3434","62","Mujer","Calcetines","Ropa","93","Alaska","M","Amarillo","4.5","No","Envío Gratis","No","No","28","PayPal","Anualmente"
"3435","31","Mujer","Pantalón","Ropa","72","Ohio","S","Naranja","3.3","No","Envío en 2 días","No","No","6","Venmo","Quincenal"
"3436","68","Mujer","Calcetines","Ropa","91","Montana","M","Beige","2.7","No","Envío en 2 días","No","No","50","Tarjeta de débito","Quincenal"
"3437","57","Mujer","Cinturón","Accesorios","83","Nebraska","L","Melocotón","2.8","No","Envío en 2 días","No","No","41","Transferencia bancaria","Mensual"
"3438","22","Mujer","Chaqueta","Abrigos","62","Oklahoma","S","Verde","3.5","No","Envío en 2 días","No","No","50","PayPal","Anualmente"
"3439","26","Mujer","Camisa","Ropa","71","Kentucky","M","Violeta","3","No","Recogida en tienda","No","No","33","Tarjeta de crédito","Mensual"
"3440","43","Mujer","Guantes","Accesorios","93","Idaho","M","Gris","4.5","No","Expres","No","No","25","Venmo","Trimestral"
"3441","45","Mujer","Bolso","Accesorios","63","Maryland","L","Magenta","4.3","No","Envío en 2 días","No","No","2","PayPal","Semanal"
"3442","64","Mujer","Suéter","Ropa","96","Tennessee","XL","Carbón","4.1","No","Estándar","No","No","15","Tarjeta de crédito","Anualmente"
"3443","28","Mujer","Falda","Ropa","78","Míchigan","M","Violeta","4.3","No","Aire al día siguiente","No","No","12","PayPal","Semanal"
"3444","47","Mujer","Vestido","Ropa","24","Tennessee","L","Plata","5","No","Envío Gratis","No","No","28","Efectivo","Quincenal"
"3445","53","Mujer","Pantalón","Ropa","63","Rhode Island","S","Verde","3.8","No","Envío en 2 días","No","No","12","Transferencia bancaria","Quincenal"
"3446","42","Mujer","Tiene","Accesorios","58","Florida","M","Magenta","4.9","No","Estándar","No","No","3","Tarjeta de débito","Anualmente"
"3447","51","Mujer","Botas","Calzado","55","Luisiana","S","Morado","5","No","Envío en 2 días","No","No","20","Efectivo","Semanal"
"3448","62","Mujer","Sandalias","Calzado","58","Arkansas","M","Azul","4.3","No","Expres","No","No","3","Transferencia bancaria","Quincenal"
"3449","18","Mujer","Abrigo","Abrigos","28","Kentucky","S","Amarillo","4.1","No","Expres","No","No","32","Transferencia bancaria","Quincenal"
"3450","48","Mujer","Blusa","Ropa","37","Kansas","M","Marrón","4.5","No","Estándar","No","No","35","Efectivo","Mensual"
"3451","20","Mujer","Shorts","Ropa","78","Vermont","M","Rosado","3.6","No","Recogida en tienda","No","No","31","PayPal","Mensual"
"3452","32","Mujer","Blusa","Ropa","73","Nevada","XL","Plata","3","No","Envío Gratis","No","No","13","Tarjeta de crédito","Anualmente"
"3453","26","Mujer","Chaqueta","Abrigos","20","Oklahoma","M","Añil","3.7","No","Aire al día siguiente","No","No","3","Venmo","Quincenal"
"3454","31","Mujer","Camisa","Ropa","60","Alabama","L","Rosado","4.3","No","Estándar","No","No","48","Venmo","Quincenal"
"3455","55","Mujer","Bolso","Accesorios","71","Luisiana","S","Lavanda","4.6","No","Recogida en tienda","No","No","15","PayPal","Quincenal"
"3456","49","Mujer","Camiseta","Ropa","89","Ohio","M","Naranja","4.7","No","Estándar","No","No","13","Venmo","Anualmente"
"3457","42","Mujer","Sudadera con capucha","Ropa","53","Texas","M","Rojo","4.6","No","Expres","No","No","21","Venmo","Mensual"
"3458","64","Mujer","Joyería","Accesorios","87","Maryland","M","Gris","3","No","Expres","No","No","29","Efectivo","Quincenal"
"3459","68","Mujer","Joyería","Accesorios","37","Virginia Occidental","L","Violeta","3.4","No","Estándar","No","No","24","Venmo","Trimestral"
"3460","68","Mujer","Sudadera con capucha","Ropa","37","Ohio","L","Verde","3.8","No","Expres","No","No","21","PayPal","Anualmente"
"3461","41","Mujer","Bufanda","Accesorios","78","Indiana","M","Oro","3.1","No","Expres","No","No","5","Transferencia bancaria","Quincenal"
"3462","51","Mujer","Calzado","Calzado","23","Wyoming","S","Marrón","4.4","No","Estándar","No","No","47","Efectivo","Trimestral"
"3463","44","Mujer","Vaqueros","Ropa","73","Míchigan","L","Aceituna","4.5","No","Estándar","No","No","34","Tarjeta de crédito","Trimestral"
"3464","27","Mujer","Joyería","Accesorios","27","Maine","M","Amarillo","2.8","No","Envío en 2 días","No","No","45","PayPal","Quincenal"
"3465","36","Mujer","Abrigo","Abrigos","59","Utah","S","Melocotón","2.7","No","Aire al día siguiente","No","No","12","PayPal","Anualmente"
"3466","19","Mujer","Mochila","Accesorios","53","Iowa","M","Oro","3.4","No","Estándar","No","No","31","Tarjeta de débito","Semanal"
"3467","49","Mujer","Calcetines","Ropa","42","Maryland","S","Morado","4.6","No","Estándar","No","No","43","Transferencia bancaria","Anualmente"
"3468","18","Mujer","Bufanda","Accesorios","45","Texas","M","Carbón","5","No","Aire al día siguiente","No","No","5","Tarjeta de crédito","Anualmente"
"3469","36","Mujer","Gafas de sol","Accesorios","89","Ohio","S","Añil","3.5","No","Estándar","No","No","36","Tarjeta de débito","Trimestral"
"3470","36","Mujer","Calcetines","Ropa","85","Dakota del Norte","L","Magenta","3.3","No","Recogida en tienda","No","No","12","Efectivo","Anualmente"
"3471","19","Mujer","Abrigo","Abrigos","69","Virginia Occidental","S","Aceituna","4.5","No","Envío Gratis","No","No","31","Efectivo","Quincenal"
"3472","43","Mujer","Sandalias","Calzado","66","Carolina del Norte","S","Azul","3.1","No","Recogida en tienda","No","No","31","Efectivo","Quincenal"
"3473","31","Mujer","Blusa","Ropa","42","Georgia","S","Blanco","4","No","Envío Gratis","No","No","15","Tarjeta de débito","Semanal"
"3474","63","Mujer","Vestido","Ropa","40","Kansas","M","Cian","2.5","No","Expres","No","No","11","Efectivo","Semanal"
"3475","41","Mujer","Pantalón","Ropa","82","Maine","M","Cian","4.4","No","Recogida en tienda","No","No","18","Venmo","Mensual"
"3476","48","Mujer","Zapatos deportivos","Calzado","88","Carolina del Sur","M","Naranja","4.4","No","Expres","No","No","9","Efectivo","Trimestral"
"3477","68","Mujer","Botas","Calzado","99","Carolina del Sur","XL","Naranja","3.2","No","Envío Gratis","No","No","11","Efectivo","Semanal"
"3478","53","Mujer","Bolso","Accesorios","85","Kentucky","S","Cerceta","3.8","No","Recogida en tienda","No","No","38","Tarjeta de débito","Quincenal"
"3479","36","Mujer","Bolso","Accesorios","57","Arizona","M","Magenta","4.6","No","Recogida en tienda","No","No","42","PayPal","Trimestral"
"3480","46","Mujer","Suéter","Ropa","56","Nueva York","S","Naranja","4.9","No","Estándar","No","No","41","Efectivo","Mensual"
"3481","21","Mujer","Sandalias","Calzado","79","Nuevo Hampshire","L","Melocotón","3.5","No","Envío Gratis","No","No","45","PayPal","Mensual"
"3482","52","Mujer","Calcetines","Ropa","67","Ohio","S","Marrón","3.4","No","Recogida en tienda","No","No","41","Tarjeta de débito","Quincenal"
"3483","66","Mujer","Guantes","Accesorios","61","Hawai","M","Oro","3.9","No","Aire al día siguiente","No","No","35","Tarjeta de débito","Semanal"
"3484","19","Mujer","Sudadera con capucha","Ropa","37","Texas","L","Blanco","3.9","No","Expres","No","No","21","Tarjeta de crédito","Trimestral"
"3485","44","Mujer","Vestido","Ropa","75","Illinois","L","Gris","4.2","No","Envío Gratis","No","No","13","Tarjeta de crédito","Quincenal"
"3486","50","Mujer","Camisa","Ropa","21","Massachusetts","XL","Marrón","3.4","No","Estándar","No","No","23","Tarjeta de débito","Quincenal"
"3487","51","Mujer","Shorts","Ropa","89","Carolina del Norte","L","Carbón","4.9","No","Estándar","No","No","6","PayPal","Semanal"
"3488","25","Mujer","Sandalias","Calzado","24","Virginia Occidental","L","Beige","2.9","No","Recogida en tienda","No","No","39","Transferencia bancaria","Anualmente"
"3489","62","Mujer","Suéter","Ropa","27","Delaware","XL","Cerceta","4.9","No","Recogida en tienda","No","No","7","Efectivo","Trimestral"
"3490","48","Mujer","Vestido","Ropa","26","Idaho","L","Negro","4.6","No","Envío en 2 días","No","No","32","PayPal","Trimestral"
"3491","62","Mujer","Botas","Calzado","82","Oregón","M","Violeta","3.6","No","Recogida en tienda","No","No","43","Tarjeta de crédito","Trimestral"
"3492","22","Mujer","Pantalón","Ropa","28","Maine","M","Naranja","4.3","No","Expres","No","No","15","Efectivo","Mensual"
"3493","48","Mujer","Guantes","Accesorios","65","Dakota del Sur","M","Turquesa","4.6","No","Estándar","No","No","48","Transferencia bancaria","Anualmente"
"3494","48","Mujer","Pantalón","Ropa","82","Nuevo México","XL","Negro","4.7","No","Recogida en tienda","No","No","35","Tarjeta de crédito","Semanal"
"3495","62","Mujer","Bufanda","Accesorios","38","Washington","M","Plata","3.5","No","Envío Gratis","No","No","41","PayPal","Trimestral"
"3496","24","Mujer","Shorts","Ropa","33","Georgia","XL","Gris","2.8","No","Envío Gratis","No","No","14","Efectivo","Semanal"
"3497","39","Mujer","Calzado","Calzado","38","Idaho","M","Rosado","4","No","Envío Gratis","No","No","22","PayPal","Mensual"
"3498","35","Mujer","Bolso","Accesorios","48","Colorado","M","Rojo","4.3","No","Recogida en tienda","No","No","16","Venmo","Trimestral"
"3499","47","Mujer","Sandalias","Calzado","35","Kentucky","M","Lavanda","3.8","No","Estándar","No","No","2","Transferencia bancaria","Quincenal"
"3500","22","Mujer","Calcetines","Ropa","29","New Jersey","L","Añil","3","No","Aire al día siguiente","No","No","13","PayPal","Trimestral"
"3501","38","Mujer","Camisa","Ropa","48","Oregón","S","Plata","4.6","No","Aire al día siguiente","No","No","38","Tarjeta de débito","Quincenal"
"3502","53","Mujer","Calzado","Calzado","87","Nebraska","M","Plata","4.8","No","Estándar","No","No","43","Transferencia bancaria","Semanal"
"3503","31","Mujer","Mochila","Accesorios","62","Massachusetts","M","Verde","4.7","No","Aire al día siguiente","No","No","26","Transferencia bancaria","Trimestral"
"3504","31","Mujer","Camisa","Ropa","96","Nebraska","M","Rosado","3.9","No","Envío Gratis","No","No","39","Efectivo","Semanal"
"3505","65","Mujer","Bolso","Accesorios","41","Hawai","S","Violeta","4","No","Aire al día siguiente","No","No","50","Venmo","Mensual"
